# SOURCE: Instituto Nacional de Estadistica (INE), official register.
# TITLE:  Relación de municipios y códigos por comunidades autónomas y provincias a 1 de enero de 2026
# URL:    https://www.ine.es/daco/daco42/codmun/diccionario26.xlsx
# INE Last-Modified: Fri, 13 Mar 2026 06:35:44 GMT
# sha256: 07f8e8d64eba73fe9d425196fe82f4e09a9886a287abd650e88ca8d98dd49052
# GENERATED: 2026-08-04T02:15:21Z by scripts/build-ine-gazetteer.py -- DO NOT HAND-EDIT.
# LANDING PAGE: https://www.ine.es/dyngs/INEbase/es/operacion.htm?c=Estadistica_C&cid=1254736177031
# CONTENT: one row per municipality -- the primary official denomination.
#          Municipalities ONLY; this register contains no pedanias or
#          sub-municipal entities. `ine` is the 5-digit CPRO+CMUN code.

ine,municipio,provincia,nombre_ine
26005,Albelda de Iregua,La Rioja,Albelda de Iregua
26006,Alberite,La Rioja,Alberite
26007,Alcanadre,La Rioja,Alcanadre
26008,Aldeanueva de Ebro,La Rioja,Aldeanueva de Ebro
26009,Alesanco,La Rioja,Alesanco
26010,Alesón,La Rioja,Alesón
26011,Alfaro,La Rioja,Alfaro
26012,Almarza de Cameros,La Rioja,Almarza de Cameros
26013,Anguciana,La Rioja,Anguciana
26014,Anguiano,La Rioja,Anguiano
26015,Arenzana de Abajo,La Rioja,Arenzana de Abajo
26016,Arenzana de Arriba,La Rioja,Arenzana de Arriba
26017,Arnedillo,La Rioja,Arnedillo
26018,Arnedo,La Rioja,Arnedo
26019,Arrúbal,La Rioja,Arrúbal
26020,Ausejo,La Rioja,Ausejo
26021,Autol,La Rioja,Autol
26022,Azofra,La Rioja,Azofra
26023,Badarán,La Rioja,Badarán
26024,Bañares,La Rioja,Bañares
26026,Baños de Río Tobía,La Rioja,Baños de Río Tobía
26025,Baños de Rioja,La Rioja,Baños de Rioja
26027,Berceo,La Rioja,Berceo
26028,Bergasa,La Rioja,Bergasa
26029,Bergasillas Bajera,La Rioja,Bergasillas Bajera
26030,Bezares,La Rioja,Bezares
26031,Bobadilla,La Rioja,Bobadilla
26032,Brieva de Cameros,La Rioja,Brieva de Cameros
26033,Briñas,La Rioja,Briñas
26034,Briones,La Rioja,Briones
26035,Cabezón de Cameros,La Rioja,Cabezón de Cameros
26036,Calahorra,La Rioja,Calahorra
26037,Camprovín,La Rioja,Camprovín
26038,Canales de la Sierra,La Rioja,Canales de la Sierra
26039,Canillas de Río Tuerto,La Rioja,Canillas de Río Tuerto
26040,Cañas,La Rioja,Cañas
26041,Cárdenas,La Rioja,Cárdenas
26042,Casalarreina,La Rioja,Casalarreina
26043,Castañares de Rioja,La Rioja,Castañares de Rioja
26044,Castroviejo,La Rioja,Castroviejo
26045,Cellorigo,La Rioja,Cellorigo
26046,Cenicero,La Rioja,Cenicero
26047,Cervera del Río Alhama,La Rioja,Cervera del Río Alhama
26048,Cidamón,La Rioja,Cidamón
26049,Cihuri,La Rioja,Cihuri
26050,Cirueña,La Rioja,Cirueña
26051,Clavijo,La Rioja,Clavijo
26052,Cordovín,La Rioja,Cordovín
26053,Corera,La Rioja,Corera
26054,Cornago,La Rioja,Cornago
26055,Corporales,La Rioja,Corporales
26056,Cuzcurrita de Río Tirón,La Rioja,Cuzcurrita de Río Tirón
26057,Daroca de Rioja,La Rioja,Daroca de Rioja
26058,Enciso,La Rioja,Enciso
26059,Entrena,La Rioja,Entrena
26060,Estollo,La Rioja,Estollo
26061,Ezcaray,La Rioja,Ezcaray
26062,Foncea,La Rioja,Foncea
26063,Fonzaleche,La Rioja,Fonzaleche
26064,Fuenmayor,La Rioja,Fuenmayor
26065,Galbárruli,La Rioja,Galbárruli
26066,Galilea,La Rioja,Galilea
26067,Gallinero de Cameros,La Rioja,Gallinero de Cameros
26068,Gimileo,La Rioja,Gimileo
26069,Grañón,La Rioja,Grañón
26070,Grávalos,La Rioja,Grávalos
26071,Haro,La Rioja,Haro
26072,Herce,La Rioja,Herce
26073,Herramélluri,La Rioja,Herramélluri
26074,Hervías,La Rioja,Hervías
26075,Hormilla,La Rioja,Hormilla
26076,Hormilleja,La Rioja,Hormilleja
26077,Hornillos de Cameros,La Rioja,Hornillos de Cameros
26078,Hornos de Moncalvillo,La Rioja,Hornos de Moncalvillo
26079,Huércanos,La Rioja,Huércanos
26080,Igea,La Rioja,Igea
26081,Jalón de Cameros,La Rioja,Jalón de Cameros
26082,Laguna de Cameros,La Rioja,Laguna de Cameros
26083,Lagunilla del Jubera,La Rioja,Lagunilla del Jubera
26084,Lardero,La Rioja,Lardero
26086,Ledesma de la Cogolla,La Rioja,Ledesma de la Cogolla
26087,Leiva,La Rioja,Leiva
26088,Leza de Río Leza,La Rioja,Leza de Río Leza
26089,Logroño,La Rioja,Logroño
26091,Lumbreras de Cameros,La Rioja,Lumbreras de Cameros
26092,Manjarrés,La Rioja,Manjarrés
26093,Mansilla de la Sierra,La Rioja,Mansilla de la Sierra
26094,Manzanares de Rioja,La Rioja,Manzanares de Rioja
26095,Matute,La Rioja,Matute
26096,Medrano,La Rioja,Medrano
26098,Munilla,La Rioja,Munilla
26099,Murillo de Río Leza,La Rioja,Murillo de Río Leza
26100,Muro de Aguas,La Rioja,Muro de Aguas
26101,Muro en Cameros,La Rioja,Muro en Cameros
26102,Nájera,La Rioja,Nájera
26103,Nalda,La Rioja,Nalda
26104,Navajún,La Rioja,Navajún
26105,Navarrete,La Rioja,Navarrete
26106,Nestares,La Rioja,Nestares
26107,Nieva de Cameros,La Rioja,Nieva de Cameros
26109,Ochánduri,La Rioja,Ochánduri
26108,Ocón,La Rioja,Ocón
26110,Ojacastro,La Rioja,Ojacastro
26111,Ollauri,La Rioja,Ollauri
26112,Ortigosa de Cameros,La Rioja,Ortigosa de Cameros
26113,Pazuengos,La Rioja,Pazuengos
26114,Pedroso,La Rioja,Pedroso
26115,Pinillos,La Rioja,Pinillos
26117,Pradejón,La Rioja,Pradejón
26118,Pradillo,La Rioja,Pradillo
26119,Préjano,La Rioja,Préjano
26120,Quel,La Rioja,Quel
26121,Rabanera,La Rioja,Rabanera
26122,El Rasillo de Cameros,La Rioja,"Rasillo de Cameros, El"
26123,El Redal,La Rioja,"Redal, El"
26124,Ribafrecha,La Rioja,Ribafrecha
26125,Rincón de Soto,La Rioja,Rincón de Soto
26126,Robres del Castillo,La Rioja,Robres del Castillo
26127,Rodezno,La Rioja,Rodezno
26128,Sajazarra,La Rioja,Sajazarra
26129,San Asensio,La Rioja,San Asensio
26130,San Millán de la Cogolla,La Rioja,San Millán de la Cogolla
26131,San Millán de Yécora,La Rioja,San Millán de Yécora
26132,San Román de Cameros,La Rioja,San Román de Cameros
26139,San Torcuato,La Rioja,San Torcuato
26142,San Vicente de la Sonsierra,La Rioja,San Vicente de la Sonsierra
26134,Santa Coloma,La Rioja,Santa Coloma
26135,Santa Engracia del Jubera,La Rioja,Santa Engracia del Jubera
26136,Santa Eulalia Bajera,La Rioja,Santa Eulalia Bajera
26138,Santo Domingo de la Calzada,La Rioja,Santo Domingo de la Calzada
26140,Santurde de Rioja,La Rioja,Santurde de Rioja
26141,Santurdejo,La Rioja,Santurdejo
26143,Sojuela,La Rioja,Sojuela
26144,Sorzano,La Rioja,Sorzano
26145,Sotés,La Rioja,Sotés
26146,Soto en Cameros,La Rioja,Soto en Cameros
26147,Terroba,La Rioja,Terroba
26148,Tirgo,La Rioja,Tirgo
26149,Tobía,La Rioja,Tobía
26150,Tormantos,La Rioja,Tormantos
26153,Torre en Cameros,La Rioja,Torre en Cameros
26151,Torrecilla en Cameros,La Rioja,Torrecilla en Cameros
26152,Torrecilla sobre Alesanco,La Rioja,Torrecilla sobre Alesanco
26154,Torremontalbo,La Rioja,Torremontalbo
26155,Treviana,La Rioja,Treviana
26157,Tricio,La Rioja,Tricio
26158,Tudelilla,La Rioja,Tudelilla
26160,Uruñuela,La Rioja,Uruñuela
26161,Valdemadera,La Rioja,Valdemadera
26162,Valgañón,La Rioja,Valgañón
26163,Ventosa,La Rioja,Ventosa
26164,Ventrosa,La Rioja,Ventrosa
26165,Viguera,La Rioja,Viguera
26166,Villalba de Rioja,La Rioja,Villalba de Rioja
26167,Villalobar de Rioja,La Rioja,Villalobar de Rioja
26168,Villamediana de Iregua,La Rioja,Villamediana de Iregua
26169,Villanueva de Cameros,La Rioja,Villanueva de Cameros
26170,El Villar de Arnedo,La Rioja,"Villar de Arnedo, El"
26171,Villar de Torre,La Rioja,Villar de Torre
26172,Villarejo,La Rioja,Villarejo
26173,Villarroya,La Rioja,Villarroya
26174,Villarta-Quintana,La Rioja,Villarta-Quintana
26175,Villavelayo,La Rioja,Villavelayo
26176,Villaverde de Rioja,La Rioja,Villaverde de Rioja
26177,Villoslada de Cameros,La Rioja,Villoslada de Cameros
26178,Viniegra de Abajo,La Rioja,Viniegra de Abajo
26179,Viniegra de Arriba,La Rioja,Viniegra de Arriba
26180,Zarratón,La Rioja,Zarratón
26181,Zarzosa,La Rioja,Zarzosa
26183,Zorraquín,La Rioja,Zorraquín
27001,Abadín,Lugo,Abadín
27002,Alfoz,Lugo,Alfoz
27003,Antas de Ulla,Lugo,Antas de Ulla
27004,Baleira,Lugo,Baleira
27901,Baralla,Lugo,Baralla
27005,Barreiros,Lugo,Barreiros
27006,Becerreá,Lugo,Becerreá
27007,Begonte,Lugo,Begonte
27008,Bóveda,Lugo,Bóveda
27902,Burela,Lugo,Burela
27009,Carballedo,Lugo,Carballedo
27010,Castro de Rei,Lugo,Castro de Rei
27011,Castroverde,Lugo,Castroverde
27012,Cervantes,Lugo,Cervantes
27013,Cervo,Lugo,Cervo
27016,Chantada,Lugo,Chantada
27014,O Corgo,Lugo,"Corgo, O"
27015,Cospeito,Lugo,Cospeito
27017,Folgoso do Courel,Lugo,Folgoso do Courel
27018,A Fonsagrada,Lugo,"Fonsagrada, A"
27019,Foz,Lugo,Foz
27020,Friol,Lugo,Friol
27022,Guitiriz,Lugo,Guitiriz
27023,Guntín,Lugo,Guntín
27024,O Incio,Lugo,"Incio, O"
27026,Láncara,Lugo,Láncara
27027,Lourenzá,Lugo,Lourenzá
27028,Lugo,Lugo,Lugo
27029,Meira,Lugo,Meira
27030,Mondoñedo,Lugo,Mondoñedo
27031,Monforte de Lemos,Lugo,Monforte de Lemos
27032,Monterroso,Lugo,Monterroso
27033,Muras,Lugo,Muras
27034,Navia de Suarna,Lugo,Navia de Suarna
27035,Negueira de Muñiz,Lugo,Negueira de Muñiz
27037,As Nogais,Lugo,"Nogais, As"
27038,Ourol,Lugo,Ourol
27039,Outeiro de Rei,Lugo,Outeiro de Rei
27040,Palas de Rei,Lugo,Palas de Rei
27041,Pantón,Lugo,Pantón
27042,Paradela,Lugo,Paradela
27043,O Páramo,Lugo,"Páramo, O"
27044,A Pastoriza,Lugo,"Pastoriza, A"
27045,Pedrafita do Cebreiro,Lugo,Pedrafita do Cebreiro
27047,A Pobra do Brollón,Lugo,"Pobra do Brollón, A"
27046,Pol,Lugo,Pol
27048,A Pontenova,Lugo,"Pontenova, A"
27049,Portomarín,Lugo,Portomarín
27050,Quiroga,Lugo,Quiroga
27056,Rábade,Lugo,Rábade
27051,Ribadeo,Lugo,Ribadeo
27052,Ribas de Sil,Lugo,Ribas de Sil
27053,Ribeira de Piquín,Lugo,Ribeira de Piquín
27054,Riotorto,Lugo,Riotorto
27055,Samos,Lugo,Samos
27057,Sarria,Lugo,Sarria
27058,O Saviñao,Lugo,"Saviñao, O"
27059,Sober,Lugo,Sober
27060,Taboada,Lugo,Taboada
27061,Trabada,Lugo,Trabada
27062,Triacastela,Lugo,Triacastela
27063,O Valadouro,Lugo,"Valadouro, O"
27064,O Vicedo,Lugo,"Vicedo, O"
27065,Vilalba,Lugo,Vilalba
27066,Viveiro,Lugo,Viveiro
27021,Xermade,Lugo,Xermade
27025,Xove,Lugo,Xove
28001,La Acebeda,Madrid,"Acebeda, La"
28002,Ajalvir,Madrid,Ajalvir
28003,Alameda del Valle,Madrid,Alameda del Valle
28004,El Álamo,Madrid,"Álamo, El"
28005,Alcalá de Henares,Madrid,Alcalá de Henares
28006,Alcobendas,Madrid,Alcobendas
28007,Alcorcón,Madrid,Alcorcón
28008,Aldea del Fresno,Madrid,Aldea del Fresno
28009,Algete,Madrid,Algete
28010,Alpedrete,Madrid,Alpedrete
28011,Ambite,Madrid,Ambite
28012,Anchuelo,Madrid,Anchuelo
28013,Aranjuez,Madrid,Aranjuez
28014,Arganda del Rey,Madrid,Arganda del Rey
28015,Arroyomolinos,Madrid,Arroyomolinos
28016,El Atazar,Madrid,"Atazar, El"
28017,Batres,Madrid,Batres
28018,Becerril de la Sierra,Madrid,Becerril de la Sierra
28019,Belmonte de Tajo,Madrid,Belmonte de Tajo
28021,El Berrueco,Madrid,"Berrueco, El"
28020,Berzosa del Lozoya,Madrid,Berzosa del Lozoya
28022,Boadilla del Monte,Madrid,Boadilla del Monte
28023,El Boalo,Madrid,"Boalo, El"
28024,Braojos,Madrid,Braojos
28025,Brea de Tajo,Madrid,Brea de Tajo
28026,Brunete,Madrid,Brunete
28027,Buitrago del Lozoya,Madrid,Buitrago del Lozoya
28028,Bustarviejo,Madrid,Bustarviejo
28029,Cabanillas de la Sierra,Madrid,Cabanillas de la Sierra
28030,La Cabrera,Madrid,"Cabrera, La"
28031,Cadalso de los Vidrios,Madrid,Cadalso de los Vidrios
28032,Camarma de Esteruelas,Madrid,Camarma de Esteruelas
28033,Campo Real,Madrid,Campo Real
28034,Canencia,Madrid,Canencia
28035,Carabaña,Madrid,Carabaña
28036,Casarrubuelos,Madrid,Casarrubuelos
28037,Cenicientos,Madrid,Cenicientos
28038,Cercedilla,Madrid,Cercedilla
28039,Cervera de Buitrago,Madrid,Cervera de Buitrago
28051,Chapinería,Madrid,Chapinería
28052,Chinchón,Madrid,Chinchón
28040,Ciempozuelos,Madrid,Ciempozuelos
28041,Cobeña,Madrid,Cobeña
28046,Collado Mediano,Madrid,Collado Mediano
28047,Collado Villalba,Madrid,Collado Villalba
28043,Colmenar de Oreja,Madrid,Colmenar de Oreja
28042,Colmenar del Arroyo,Madrid,Colmenar del Arroyo
28045,Colmenar Viejo,Madrid,Colmenar Viejo
28044,Colmenarejo,Madrid,Colmenarejo
28048,Corpa,Madrid,Corpa
28049,Coslada,Madrid,Coslada
28050,Cubas de la Sagra,Madrid,Cubas de la Sagra
28053,Daganzo de Arriba,Madrid,Daganzo de Arriba
28054,El Escorial,Madrid,"Escorial, El"
28055,Estremera,Madrid,Estremera
28056,Fresnedillas de la Oliva,Madrid,Fresnedillas de la Oliva
28057,Fresno de Torote,Madrid,Fresno de Torote
28058,Fuenlabrada,Madrid,Fuenlabrada
28059,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama
28060,Fuentidueña de Tajo,Madrid,Fuentidueña de Tajo
28061,Galapagar,Madrid,Galapagar
28062,Garganta de los Montes,Madrid,Garganta de los Montes
28063,Gargantilla del Lozoya y Pinilla de Buitrago,Madrid,Gargantilla del Lozoya y Pinilla de Buitrago
28064,Gascones,Madrid,Gascones
28065,Getafe,Madrid,Getafe
28066,Griñón,Madrid,Griñón
28067,Guadalix de la Sierra,Madrid,Guadalix de la Sierra
28068,Guadarrama,Madrid,Guadarrama
28069,La Hiruela,Madrid,"Hiruela, La"
28070,Horcajo de la Sierra-Aoslos,Madrid,Horcajo de la Sierra-Aoslos
28071,Horcajuelo de la Sierra,Madrid,Horcajuelo de la Sierra
28072,Hoyo de Manzanares,Madrid,Hoyo de Manzanares
28073,Humanes de Madrid,Madrid,Humanes de Madrid
28074,Leganés,Madrid,Leganés
28075,Loeches,Madrid,Loeches
28076,Lozoya,Madrid,Lozoya
28901,Lozoyuela-Navas-Sieteiglesias,Madrid,Lozoyuela-Navas-Sieteiglesias
28078,Madarcos,Madrid,Madarcos
28079,Madrid,Madrid,Madrid
28080,Majadahonda,Madrid,Majadahonda
28082,Manzanares el Real,Madrid,Manzanares el Real
28083,Meco,Madrid,Meco
28084,Mejorada del Campo,Madrid,Mejorada del Campo
28085,Miraflores de la Sierra,Madrid,Miraflores de la Sierra
28086,El Molar,Madrid,"Molar, El"
28087,Los Molinos,Madrid,"Molinos, Los"
28088,Montejo de la Sierra,Madrid,Montejo de la Sierra
28089,Moraleja de Enmedio,Madrid,Moraleja de Enmedio
28090,Moralzarzal,Madrid,Moralzarzal
28091,Morata de Tajuña,Madrid,Morata de Tajuña
28092,Móstoles,Madrid,Móstoles
28093,Navacerrada,Madrid,Navacerrada
28094,Navalafuente,Madrid,Navalafuente
28095,Navalagamella,Madrid,Navalagamella
28096,Navalcarnero,Madrid,Navalcarnero
28097,Navarredonda y San Mamés,Madrid,Navarredonda y San Mamés
28099,Navas del Rey,Madrid,Navas del Rey
28100,Nuevo Baztán,Madrid,Nuevo Baztán
28101,Olmeda de las Fuentes,Madrid,Olmeda de las Fuentes
28102,Orusco de Tajuña,Madrid,Orusco de Tajuña
28104,Paracuellos de Jarama,Madrid,Paracuellos de Jarama
28106,Parla,Madrid,Parla
28107,Patones,Madrid,Patones
28108,Pedrezuela,Madrid,Pedrezuela
28109,Pelayos de la Presa,Madrid,Pelayos de la Presa
28110,Perales de Tajuña,Madrid,Perales de Tajuña
28111,Pezuela de las Torres,Madrid,Pezuela de las Torres
28112,Pinilla del Valle,Madrid,Pinilla del Valle
28113,Pinto,Madrid,Pinto
28114,Piñuécar-Gandullas,Madrid,Piñuécar-Gandullas
28115,Pozuelo de Alarcón,Madrid,Pozuelo de Alarcón
28116,Pozuelo del Rey,Madrid,Pozuelo del Rey
28117,Prádena del Rincón,Madrid,Prádena del Rincón
28118,Puebla de la Sierra,Madrid,Puebla de la Sierra
28902,Puentes Viejas,Madrid,Puentes Viejas
28119,Quijorna,Madrid,Quijorna
28120,Rascafría,Madrid,Rascafría
28121,Redueña,Madrid,Redueña
28122,Ribatejada,Madrid,Ribatejada
28123,Rivas-Vaciamadrid,Madrid,Rivas-Vaciamadrid
28124,Robledillo de la Jara,Madrid,Robledillo de la Jara
28125,Robledo de Chavela,Madrid,Robledo de Chavela
28126,Robregordo,Madrid,Robregordo
28127,Las Rozas de Madrid,Madrid,"Rozas de Madrid, Las"
28128,Rozas de Puerto Real,Madrid,Rozas de Puerto Real
28129,San Agustín del Guadalix,Madrid,San Agustín del Guadalix
28130,San Fernando de Henares,Madrid,San Fernando de Henares
28131,San Lorenzo de El Escorial,Madrid,San Lorenzo de El Escorial
28132,San Martín de la Vega,Madrid,San Martín de la Vega
28133,San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias
28134,San Sebastián de los Reyes,Madrid,San Sebastián de los Reyes
28135,Santa María de la Alameda,Madrid,Santa María de la Alameda
28136,Santorcaz,Madrid,Santorcaz
28137,Los Santos de la Humosa,Madrid,"Santos de la Humosa, Los"
28138,La Serna del Monte,Madrid,"Serna del Monte, La"
28140,Serranillos del Valle,Madrid,Serranillos del Valle
28141,Sevilla la Nueva,Madrid,Sevilla la Nueva
28143,Somosierra,Madrid,Somosierra
28144,Soto del Real,Madrid,Soto del Real
28145,Talamanca de Jarama,Madrid,Talamanca de Jarama
28146,Tielmes,Madrid,Tielmes
28147,Titulcia,Madrid,Titulcia
28148,Torrejón de Ardoz,Madrid,Torrejón de Ardoz
28149,Torrejón de la Calzada,Madrid,Torrejón de la Calzada
28150,Torrejón de Velasco,Madrid,Torrejón de Velasco
28151,Torrelaguna,Madrid,Torrelaguna
28152,Torrelodones,Madrid,Torrelodones
28153,Torremocha de Jarama,Madrid,Torremocha de Jarama
28154,Torres de la Alameda,Madrid,Torres de la Alameda
28903,Tres Cantos,Madrid,Tres Cantos
28155,Valdaracete,Madrid,Valdaracete
28156,Valdeavero,Madrid,Valdeavero
28157,Valdelaguna,Madrid,Valdelaguna
28158,Valdemanco,Madrid,Valdemanco
28159,Valdemaqueda,Madrid,Valdemaqueda
28160,Valdemorillo,Madrid,Valdemorillo
28161,Valdemoro,Madrid,Valdemoro
28162,Valdeolmos-Alalpardo,Madrid,Valdeolmos-Alalpardo
28163,Valdepiélagos,Madrid,Valdepiélagos
28164,Valdetorres de Jarama,Madrid,Valdetorres de Jarama
28165,Valdilecha,Madrid,Valdilecha
28166,Valverde de Alcalá,Madrid,Valverde de Alcalá
28167,Velilla de San Antonio,Madrid,Velilla de San Antonio
28168,El Vellón,Madrid,"Vellón, El"
28169,Venturada,Madrid,Venturada
28171,Villa del Prado,Madrid,Villa del Prado
28170,Villaconejos,Madrid,Villaconejos
28172,Villalbilla,Madrid,Villalbilla
28173,Villamanrique de Tajo,Madrid,Villamanrique de Tajo
28174,Villamanta,Madrid,Villamanta
28175,Villamantilla,Madrid,Villamantilla
28176,Villanueva de la Cañada,Madrid,Villanueva de la Cañada
28178,Villanueva de Perales,Madrid,Villanueva de Perales
28177,Villanueva del Pardillo,Madrid,Villanueva del Pardillo
28179,Villar del Olmo,Madrid,Villar del Olmo
28180,Villarejo de Salvanés,Madrid,Villarejo de Salvanés
28181,Villaviciosa de Odón,Madrid,Villaviciosa de Odón
28182,Villavieja del Lozoya,Madrid,Villavieja del Lozoya
28183,Zarzalejo,Madrid,Zarzalejo
29001,Alameda,Málaga,Alameda
29002,Alcaucín,Málaga,Alcaucín
29003,Alfarnate,Málaga,Alfarnate
29004,Alfarnatejo,Málaga,Alfarnatejo
29005,Algarrobo,Málaga,Algarrobo
29006,Algatocín,Málaga,Algatocín
29007,Alhaurín de la Torre,Málaga,Alhaurín de la Torre
29008,Alhaurín el Grande,Málaga,Alhaurín el Grande
29009,Almáchar,Málaga,Almáchar
29010,Almargen,Málaga,Almargen
29011,Almogía,Málaga,Almogía
29012,Álora,Málaga,Álora
29013,Alozaina,Málaga,Alozaina
29014,Alpandeire,Málaga,Alpandeire
29015,Antequera,Málaga,Antequera
29016,Árchez,Málaga,Árchez
29017,Archidona,Málaga,Archidona
29018,Ardales,Málaga,Ardales
29019,Arenas,Málaga,Arenas
29020,Arriate,Málaga,Arriate
29021,Atajate,Málaga,Atajate
29022,Benadalid,Málaga,Benadalid
29023,Benahavís,Málaga,Benahavís
29024,Benalauría,Málaga,Benalauría
29025,Benalmádena,Málaga,Benalmádena
29026,Benamargosa,Málaga,Benamargosa
29027,Benamocarra,Málaga,Benamocarra
29028,Benaoján,Málaga,Benaoján
29029,Benarrabá,Málaga,Benarrabá
29030,El Borge,Málaga,"Borge, El"
29031,El Burgo,Málaga,"Burgo, El"
29032,Campillos,Málaga,Campillos
29033,Canillas de Aceituno,Málaga,Canillas de Aceituno
29034,Canillas de Albaida,Málaga,Canillas de Albaida
29035,Cañete la Real,Málaga,Cañete la Real
29036,Carratraca,Málaga,Carratraca
29037,Cartajima,Málaga,Cartajima
29038,Cártama,Málaga,Cártama
29039,Casabermeja,Málaga,Casabermeja
29040,Casarabonela,Málaga,Casarabonela
29041,Casares,Málaga,Casares
29042,Coín,Málaga,Coín
29043,Colmenar,Málaga,Colmenar
29044,Comares,Málaga,Comares
29045,Cómpeta,Málaga,Cómpeta
29046,Cortes de la Frontera,Málaga,Cortes de la Frontera
29047,Cuevas Bajas,Málaga,Cuevas Bajas
29049,Cuevas de San Marcos,Málaga,Cuevas de San Marcos
29048,Cuevas del Becerro,Málaga,Cuevas del Becerro
29050,Cútar,Málaga,Cútar
29051,Estepona,Málaga,Estepona
29052,Faraján,Málaga,Faraján
29053,Frigiliana,Málaga,Frigiliana
29054,Fuengirola,Málaga,Fuengirola
29055,Fuente de Piedra,Málaga,Fuente de Piedra
29056,Gaucín,Málaga,Gaucín
29057,Genalguacil,Málaga,Genalguacil
29058,Guaro,Málaga,Guaro
29059,Humilladero,Málaga,Humilladero
29060,Igualeja,Málaga,Igualeja
29061,Istán,Málaga,Istán
29062,Iznate,Málaga,Iznate
29063,Jimera de Líbar,Málaga,Jimera de Líbar
29064,Jubrique,Málaga,Jubrique
29065,Júzcar,Málaga,Júzcar
29066,Macharaviaya,Málaga,Macharaviaya
29067,Málaga,Málaga,Málaga
29068,Manilva,Málaga,Manilva
29069,Marbella,Málaga,Marbella
29070,Mijas,Málaga,Mijas
29071,Moclinejo,Málaga,Moclinejo
29072,Mollina,Málaga,Mollina
29073,Monda,Málaga,Monda
29903,Montecorto,Málaga,Montecorto
29074,Montejaque,Málaga,Montejaque
29075,Nerja,Málaga,Nerja
29076,Ojén,Málaga,Ojén
29077,Parauta,Málaga,Parauta
29079,Periana,Málaga,Periana
29080,Pizarra,Málaga,Pizarra
29081,Pujerra,Málaga,Pujerra
29082,Rincón de la Victoria,Málaga,Rincón de la Victoria
29083,Riogordo,Málaga,Riogordo
29084,Ronda,Málaga,Ronda
29085,Salares,Málaga,Salares
29086,Sayalonga,Málaga,Sayalonga
29087,Sedella,Málaga,Sedella
29904,Serrato,Málaga,Serrato
29088,Sierra de Yeguas,Málaga,Sierra de Yeguas
29089,Teba,Málaga,Teba
29090,Tolox,Málaga,Tolox
29901,Torremolinos,Málaga,Torremolinos
29091,Torrox,Málaga,Torrox
29092,Totalán,Málaga,Totalán
29093,Valle de Abdalajís,Málaga,Valle de Abdalajís
29094,Vélez-Málaga,Málaga,Vélez-Málaga
29095,Villanueva de Algaidas,Málaga,Villanueva de Algaidas
29902,Villanueva de la Concepción,Málaga,Villanueva de la Concepción
29098,Villanueva de Tapia,Málaga,Villanueva de Tapia
29096,Villanueva del Rosario,Málaga,Villanueva del Rosario
29097,Villanueva del Trabuco,Málaga,Villanueva del Trabuco
29099,Viñuela,Málaga,Viñuela
29100,Yunquera,Málaga,Yunquera
30001,Abanilla,Murcia,Abanilla
30002,Abarán,Murcia,Abarán
30003,Águilas,Murcia,Águilas
30004,Albudeite,Murcia,Albudeite
30005,Alcantarilla,Murcia,Alcantarilla
30902,Los Alcázares,Murcia,"Alcázares, Los"
30006,Aledo,Murcia,Aledo
30007,Alguazas,Murcia,Alguazas
30008,Alhama de Murcia,Murcia,Alhama de Murcia
30009,Archena,Murcia,Archena
30010,Beniel,Murcia,Beniel
30011,Blanca,Murcia,Blanca
30012,Bullas,Murcia,Bullas
30013,Calasparra,Murcia,Calasparra
30014,Campos del Río,Murcia,Campos del Río
30015,Caravaca de la Cruz,Murcia,Caravaca de la Cruz
30016,Cartagena,Murcia,Cartagena
30017,Cehegín,Murcia,Cehegín
30018,Ceutí,Murcia,Ceutí
30019,Cieza,Murcia,Cieza
30020,Fortuna,Murcia,Fortuna
30021,Fuente Álamo de Murcia,Murcia,Fuente Álamo de Murcia
30022,Jumilla,Murcia,Jumilla
30023,Librilla,Murcia,Librilla
30024,Lorca,Murcia,Lorca
30025,Lorquí,Murcia,Lorquí
30026,Mazarrón,Murcia,Mazarrón
30027,Molina de Segura,Murcia,Molina de Segura
30028,Moratalla,Murcia,Moratalla
30029,Mula,Murcia,Mula
30030,Murcia,Murcia,Murcia
30031,Ojós,Murcia,Ojós
30032,Pliego,Murcia,Pliego
30033,Puerto Lumbreras,Murcia,Puerto Lumbreras
30034,Ricote,Murcia,Ricote
30035,San Javier,Murcia,San Javier
30036,San Pedro del Pinatar,Murcia,San Pedro del Pinatar
30901,Santomera,Murcia,Santomera
30037,Torre-Pacheco,Murcia,Torre-Pacheco
30038,Las Torres de Cotillas,Murcia,"Torres de Cotillas, Las"
30039,Totana,Murcia,Totana
30040,Ulea,Murcia,Ulea
30041,La Unión,Murcia,"Unión, La"
30042,Villanueva del Río Segura,Murcia,Villanueva del Río Segura
30043,Yecla,Murcia,Yecla
31001,Abáigar,Navarra,Abáigar
31002,Abárzuza,Navarra,Abárzuza/Abartzuza
31003,Abaurregaina,Navarra,Abaurregaina/Abaurrea Alta
31004,Abaurrepea,Navarra,Abaurrepea/Abaurrea Baja
31005,Aberin,Navarra,Aberin
31006,Ablitas,Navarra,Ablitas
31007,Adiós,Navarra,Adiós
